Cornoholovo;48.84978;22.6033
Stara Bogdanivka;46.83784;31.90889
Novyy Musor;51.03048;25.00781
село Євгенівка;48.23567;37.53582
Черкасси;49.44452;32.05738
Бугрин;50.54224;26.53409
Horishnya Slobidka;49.12224;25.16082
Верховня;49.80334;29.31683
село Русивель;50.55271;26.81627
Folwarki;49.08333;25.16667
Bol'shaya Ternavka;48.39432;28.90156
Житнівка;51.51667;25.23333
Тимошовка;48.96968;32.06514
Podobriyevka;51.23333;34.4
Zales'ye Pervoye;48.70374;26.37577
Nahuievychi;49.36641;23.33122
Проказине;49.31938;38.91187
Rubaniv;50.43121;32.69274
Budy Ossovske;50.95;24.56667
П’ятничани;49.3688;23.93693
Peremoruvka;50.24391;26.18917
Staryy Bykov;50.59538;31.63808
Горошков;49.2464;29.90062
Lemeshhikha;49.25265;30.05349
Rozlëty;51.70684;33.14009
Zhurov;48.39463;25.30544
Ступакове;48.28389;38.30861
село Верхоли;49.59132;34.66618
Печенеги;49.87167;36.93472
Lomonosove;45.40174;34.68395
Зміївка;49.44956;38.06141
Рижів;50.1;28.26667
Zimnic'ke;47.7305;30.47148
Nyzhnii Rohachyk;47.3397;34.02851
Lomonosovo;52.01353;31.58563
Chornyi Ostriv;49.50559;26.75686
Gerojs'ke;45.13857;33.74675
Viktorivka;50.73012;28.13294
Рай;49.43357;24.90854
Semenjagivka;51.39476;30.81394
Velyka Ilovytsia;50.23638;25.97223
Korchany;50.51937;34.61209
Пустогород;51.84879;34.13178
Malyy Trostyaneths';49.50024;34.50992
Storozhevo;49.66347;34.95299
Maksimovka;48.59631;30.054
Orekhovo-Vasil’yevka;48.6801;37.8802
Korchani;50.51937;34.61209
село Олексіївка;48.25293;30.47434
Тиньки;49.18868;32.62622
Воловики;51.66804;32.08955
Bugayivka;48.41767;38.85866
Учевли́-Кенеге́з;45.15733;36.08006
Lisova Polyana;50.33442;28.03131
Gordinya Persha;49.53723;23.38853
Ponebel';50.6784;26.14423
Girsivka;46.64036;35.39459
Zadorne;45.57337;33.17267
ヴァスィリキーウ;50.18693;30.31346
Berbenitsy;50.44658;32.99897
Kamyanopil;47.9622;31.5951
Kutur-Ogly;46.75578;36.78815
Kulîkova Balka;48.29776;31.90523
Транспорт;50.72837;29.33771
Berbenitsa;50.44658;32.99897
Nobylinskiye;51.21855;28.48576
Ежаки;50.17724;33.5733
Nowoozerianka;51.21078;28.00736
Sosztka;51.86296;33.4698
Զոլոտայա Նիվա;47.79411;36.98907
ji ji fu ka;48.35904;28.31868
Hovtva;49.42287;33.87047
село Голотки;49.65474;26.16585
Chabarivka;49.0821;26.12523
Stara Ktasnochora;48.03766;25.52973
Петраші;48.12533;25.10522
Голубів;51.35358;32.9826
Novoaleksandropol’;48.16513;35.46831
Yelyzavetpil’;50.61012;28.02598
Петрівка Перша;48.052;31.744
Nebelivka;48.63336;30.57564
Kharaymuvka;51.0479;25.89833
Nehrovets;48.4541;23.64925
Рея;50.01801;28.63206
Скребеличі;51.35382;28.55756
Shuliavka;50.45356;30.4531
Lypovytsya;48.76408;24.05289
Новодмитровка Вторая;46.59569;34.31882
Stari Tomashivtsi;49.14048;24.43811
Kozatché;47.58672;30.01559
Navaria;49.74952;23.92746
Yasinovka;50.35865;25.92022
Skovyatyn;48.72837;26.03196
Золотоношæ;49.66926;32.03637
Lisogubivka;51.31908;33.16463
Velykomykhailivka;48.15008;35.62361
Мужиево;48.17856;22.70229
Mayaky;50.56257;25.85987
Ступаково;48.28389;38.30861
село Цибулеве;48.8138;32.49243
Колоденка;48.51829;28.72298
Пнев;48.61487;24.52783
Гамалівка;49.91064;24.19338
Шклинь;50.57303;25.00158
Mayaki;50.56257;25.85987
Khorunzhee;50.04105;35.61465
Tolpyzhin;50.4377;25.20264
Nikolayevskiy;47.77389;38.17389
Mangush;44.75665;33.99177
село Старий Кривин;50.34722;26.70486
Novi Olešky;46.91554;34.05822
Vorovok;50.9556;29.48481
Воля-Облазницька;49.27863;24.10711
Новопетриковка;47.63156;36.93721
Włodzimierzec;51.41909;26.14353
Glushei;51.22861;34.09389
Natalivka;48.42011;36.75157
Жуки;49.29299;34.25332
Pozhamya;50.21913;34.47201
Pochaiv;50.00412;25.5093
Yasinovyy;50.21278;37.23944
Novonatal'yevka;46.50561;33.67969
Biryukov;47.86234;38.08423
Zaliznij Mist;52.21289;32.70252
Jaśky;46.50966;30.07587
Velika Bagachka;49.79819;33.72013
Семаки;50.11179;32.62441
Chervonoe pole;47.01581;37.07121
Huta-Ksaverivska;51.09088;28.95714
Stoki;49.63005;24.36614
Харченків;49.7559;35.6364
Lаsky;51.26629;28.95955
Alsokaraszlo;48.27945;22.99365
Knyazha Dolyna;49.96823;35.36541
Novo-Yergorovka;49.3292;37.93861
Пії;49.87524;31.12605
Butejki;51.18849;26.23606
Stoky;49.63005;24.36614
Kolodiste;48.87528;30.88228
Відроження;48.52508;38.22089
Czerwonohrad;50.39403;24.23935
Kaban'e;49.2118;38.21162
Malaya Yablon'ka;51.22588;25.49228
місто Збараж;49.50099;28.86465
Белая Криница;47.34934;33.19722
Toporovtsy;48.57112;25.48644
Kapitolivka;49.19379;37.34838
Brusyliv;50.28449;29.52626
Bidriahy;49.87796;35.98326
Brusyliw;51.54332;31.51714
Zelenoluzhne;50.61304;24.85642
Terpugi;46.26221;34.22699
Sukha Kalyna;48.26646;35.26288
Volya-Lyubytivs'ka;51.14927;24.89125
Rubanov;50.43121;32.69274
Zabolot’;50.57573;29.22537
Staryy Bykiv;50.59538;31.63808
Globivka;49.81363;34.72027
Okhotcheye;49.61541;35.11976
Hostynne;48.74892;32.65194
Velikie Kopani;46.48818;32.97348
Hrekove Pershe;47.68104;29.70246
Khutor Zagor'ye;47.33049;29.8272
Zhuriv;49.30782;24.44474
Приборівка;49.3077;28.72125
Toporovtse;48.57112;25.48644
Revuckoe;48.38939;31.18039
Kolësnikovka;49.55902;37.71802
Chyrivtsi;48.42395;26.29729
Скорики;50.37454;35.85511
Весняное;46.72711;34.68422
Verkhneshyrokauskae;47.23525;37.86385
Веселий Кут;48.74861;31.34348
Горигляди;48.87051;25.15745
Iosypivka;49.96931;24.86047
Гусний;48.94237;22.85152
Javoriva;49.93774;23.38355
Veselofëdorovka;47.73138;34.68103
Trudoliubymivka;47.18813;35.47508
Neu Zuchka;48.34173;25.95964
brdyzb;49.89408;28.60144
Pishanka;48.60161;35.30711
Tur'ya Pasika;48.68507;22.68368
Mojsiejewka;49.83315;29.35045
Mukoshyn;51.91115;25.21866
Рудево-Миколаївка;48.17332;35.62159
Данило-Іванівка;46.75339;35.27993
село Задеревач;49.13674;23.93314
Кірпичне;45.02485;34.63258
Kaplyntsi;50.29915;32.5448
Mozoleyevka;49.31077;32.97309
Lyubitskiye;49.3704;36.47827
Tolstoye;48.54949;36.61455
Mel'niki-Rechitskiye;51.73841;24.70248
Nova Nekrasivka;45.35534;28.69719
Popiyel'niki;48.38791;25.34464
Budivel'noye;51.68129;34.06027
Tutowicze;51.35061;26.36225
Mikhal'china Sloboda;52.30495;33.21504
Kirovohrad;48.50834;32.26618
село Топорівці;48.38575;26.09087
Fatovec';48.6294;25.12203
село Старі Кодаки;48.381451;35.132481
Radoshevskiy;51.63333;31.86667
B'yelin;48.1126;24.25912
Dmitrenki;49.62719;34.11811
Громадське;49.3805968;27.9479632
Morenichevy;49.93281;33.92101
Рог;52.13069;33.75512
Krasnodol'noe;45.57786;34.36065
Dmitrenko;47.00913;33.16629
Musiiky;51.051;29.77096
Zhukovets;50.66353;24.93953
Pochapi;49.85129;24.8304
Սոֆիյիվկա;48.49195;37.37919
Ciobanu;46.01063;30.33879
село Гаї-Розтоцькі;49.8186;25.40916
Rubanka;50.72029;29.05303
Orikhovytsya;48.65058;22.39831
Marhanets;47.63088;34.6245
Vol'naya Sloboda;51.81518;34.21406
Pochapy;49.85129;24.8304
Чабанівка;47.80534;30.05394
Zubrîțea;49.1014;23.20224
Khutor Malyy Fontan;47.79856;29.52053
Matrëno-Vasil’yevka;47.53339;32.97248
Новоархангельськ;48.66187;30.80705
Dmitrenka;49.42018;30.86924
Zhabintsy;48.87297;27.37337
Осняг;50.41612;32.93454
Nova Hnylytsia;49.70942;36.86991
Cherevatovka;51.16428;34.16568
Картмыши́к Неме́цкий;45.11478;33.91567
Старосолдатское;47.39008;32.55404
Malyy-Schamet;46.5;33.68333
Гордыня;49.53723;23.38853
Pyatyhirs'ke;49.44072;36.60947
Kułykiwka;51.37345;31.64661
Hlibacioc;48.16914;25.7909
село Липчанівка;49.33341;37.32163
Omel’kov;49.13674;39.08643
Lozovyj jar;50.3219;31.99673
Zaluĵany;49.51105;23.45058
Malyy Karatul';50.04547;31.56603
Малі Кутища;49.63833;28.41031
Ч;46.29914;30.65529
pu li nei;50.46784;28.2713
Ныжні Сірагозы;46.84585;34.37489
Бахмутське;48.66196;38.10071
Novoberyslav;46.85834;33.49084
Селянівка;48.9778;34.42194
Mostovivshchyna;49.64998;33.64943
Obojanivs'ke;48.14082;35.3664
Полезне;47.10352;29.83892
Verbki-Osokorivka;48.24369;35.41315
Shchekychyn;50.71074;26.88536
Chentsy;51.8481;32.58315
Vil'shani;48.33863;23.61407
Yasne;48.45339;30.34462
Chushmelija;45.53755;28.66618
Vil'shane;51.61147;32.36507
Matskuly;47.1223;29.92751
Sukhaya Balka Vtoroy Uchastok;47.4131;31.21664
Vil'shana;49.21708;31.2177
Vil'shany;49.60138;26.25644
Zelena Lipa;48.53564;26.12698
Нове Полісся;51.39509;32.91313
Бутоярівка;49.15334;33.81634
Zamislovichi;51.25861;27.93764
Kolbayevichi;49.62454;23.49994
Zhurba;51.40323;29.12174
Mykil’s’ke;49.54487;34.65796
село Рибаківка;46.62333;31.36474
Tiatry;47.08961;29.90757
Jurivka;49.35127;33.90704
Здомишель;51.62253;24.42402
키예프;50.45466;30.5238
Ниви-Губинські;50.53333;25.08333
Кош-Кую́;45.30968;36.22458
Ryumshino;45.96908;34.31647
Tishev;50.85743;29.07535
Авидівка;46.0385;30.20696
Kroutoïarka;47.72815;31.84731
Krivoriz'ke;48.08084;35.87851
Novooleksandrivs’ke;48.15682;35.5159
Krasne-2;49.99377;30.56145
Mirivka;47.77716;35.88131
Kalinovnik;51.08573;25.04644
Shaloshnikove;47.96013;38.45332
Khrustal'nyy;48.17329;38.88706
Малютинці;50.25473;32.195
Matsiivka;50.65764;32.44797
Shutrominci;48.8244;25.53406
Ol'shanicja;49.66178;30.62423
Welyke Burylowe;47.77714;29.2764
Рахнівка;48.78321;29.54797
Novo-Soldatskiy;47.03583;36.90005
село Кустин;49.93617;28.47423
Hayove;48.47064;32.81505
Divoshin;51.44049;28.61144
博爾赫拉德;45.67786;28.61811
Улашковцы;48.89949;25.8217
da mei ri li qi;50.65443;26.86576
Shutromincy;48.8244;25.53406
Anadoly;48.48202;26.52919
Ташлык;49.07319;31.73398
Кличковичі;51.15801;24.48894
Штанівка;51.07669;34.31019
Kamyshivka Persha;46.21162;29.85156
Белая Скала;45.0931;34.62191
Ol’shana;50.58389;34.18167
Kondryuche;48.03033;39.62488
Lado;51.41345;27.15622
Lyubyts'ke;47.76488;35.96621
Novyy Kryvyn;50.38383;26.70008
Korolenka;46.98516;34.77
Jaktoriv;49.74092;24.55995
село Митулин;49.76807;24.62723
Pis'mennoyye;49.0818;34.2589
Brahynivka;48.43385;36.49382
Koz'meshchek;48.2;24.46667
Kherson;46.63695;32.61458
Ol’shany;51.68962;24.89891
Nepolokivtsi;48.38809;25.6353
Писарівка;49.331;30.75722
Kashhenci;50.03625;26.30029
Huta Sukhodil’s’ka;49.58307;24.16396
Zvagel;50.59412;27.6165
Ossynivka;47.33838;30.22433
Leontovychi;48.2607;37.14379
Веснянка;49.64997;29.85028
Posëlok Opalin;51.28333;23.7
Desantnoye;45.57422;29.53961
Krakoveț;49.95876;23.15911
Giazlovets;48.96512;25.44159
Chervonovladimirovka;47.33686;32.04368
Loseva Sloboda;51.73161;31.8258
Shabel’kovka;48.75288;37.49226
Veléte;48.10822;23.31532
Той-Тебе́;45.79553;34.28171
Nyrkuv;48.81433;25.59909
Zhurivka;50.50276;31.78492
Нескучное;47.81803;36.80908
Anadol';47.45309;37.58012
Masyutovka;49.81417;37.69194
Свистунівка;49.25628;34.75465
Khutorskoye;48.72016;34.7309
Верхобуж;49.86963;25.09445
Kochubievka;48.80019;30.13206
місто Марганець;47.63088;34.6245
Pyotruvka;51.06667;24.15
Малі Кліщі;51.12241;29.16627
Velyka Turia;49.12665;24.06781
Schtschurowe;48.96109;37.71661
Новолуганське;48.4261;38.1751
Zakrinich'ye;50.40446;27.28289
Петровський район;47.93161;37.62971
Нараев;49.52949;24.77505
Yasen;48.7442;24.17213
Orta Sobla;44.83379;34.08465
Chebabcea;45.96499;30.0903
OElue Koey;45.40718;28.94254
Krakovec;49.95876;23.15911
Pljushhevka;47.39985;32.30955
Демурино;48.17921;36.47503
Рясное;50.69072;35.39582
Леніне;50.17544;31.51298
Vil'shanicja;49.98382;26.27465
Братешки;49.67539;34.03652
Леніна;48.63527;31.37757
Khasan Batur;45.80776;28.99473
Toraki;48.02158;25.06798
Korcheshti;48.01143;25.77249
Kocharuvka;48.61667;26.06667
Podstepnoye;46.66063;32.89785
Zvenogorodka;49.07765;30.96074
Kvasy;48.15747;24.28115
V'jazovec';50.50653;28.26461
Anadoli;48.48202;26.52919
Radykhivshchyna;50.28815;25.38784
Запсонь;48.28034;22.47468
Toraky;48.02158;25.06798
Kolomiyivka;47.94395;30.70231
Gejsikha;49.34598;30.29606
Verhuns’kyy Roz”yizd;48.63959;39.40429
Kvasi;48.15747;24.28115
місто Апостолове;47.65983;33.71952
Novo Konstantiov;49.48333;27.73333
Обильное;46.91667;35.31667
село Плешкані;49.85051;31.87064
Krakovet;49.95876;23.15911
Velimche;51.58197;24.73726
Rybal'skaya;48.46306;35.14542
Mardarivka;47.14652;30.01649
Zin'kivscyna;49.04767;35.38152
місто Тернопіль;49.55404;25.59067
Beljaki;49.58168;33.42735
Vershina-Zgars'ka;49.84065;32.2033
Frolovka;49.72348;30.7916
Попасное;48.5951;37.70201
Ріпинці;48.73518;26.40024
Koilivka;50.00366;29.40422
Krasnorechka;50.60235;28.58894
Fakobuekk;48.19044;23.08873
Kishchiki;50.74306;34.35111
Rudnya-Radovel’skaya;51.17585;27.90001
Ternovatyj Kut;48.05583;33.53722
Фёдоровка;48.38;37.28529
Нетреба;51.35778;26.34479
Molomolyntsi;49.53298;27.21618
Molnicja;48.1981;26.22843
Svarychivka;50.96094;32.32989
Шилівське;50.7363;33.61995
Stremingorod;50.91137;28.83728
Sztavna;48.99272;22.69861
село Скоморошки;49.32851;29.44369
Grechishha;51.8854;25.4424
Тимошине;49.67546;38.80419
Стрелецкий Кут;48.33192;25.82043
Էսխար;49.79736;36.59025
Illichivske;47.04956;37.46653
Їжаківка;49.58826;34.70804
Рублене;50.29099;37.57111
Bronîțea;49.44547;23.43242
Novokermenchik;47.41936;36.97614
Molodove;46.21554;29.65212
Мизове;51.34931;24.53609
Molodova;50.03745;36.77423
Volokhiv Jar;49.60132;36.97828
Semeni;51.1714;28.68933
Садки-Строївка;50.4436;29.51169
Агрономия;47.77007;31.31184
Mutin;51.42251;33.48404
Галайківці;48.65402;27.47027
Крушинець;51.41475;24.05393
Staryy Sambir;49.43997;23.00078
Абрамок;50.63809;27.90482
Novyy Vitkov;50.31265;24.48614
pei lie mo jia;46.19018;29.34017
Dybintsy;49.52919;30.77838
Semeny;51.1714;28.68933
Nyrkov;48.81433;25.59909
Nyrkow;48.81433;25.59909
Кошевое;50.11709;33.85939
Владимировское;47.92804;35.07176
Edmonton;46.22099;30.08481
Kovalevskiye;51.78333;31.45
Mizyuryin’tse;49.98166;26.0906
Фоти́-Сала́;44.59382;33.91521
Pugachevka;48.7075;38.67472
село Будичани;50.08333;28.06667
洛卡奇;50.737;24.64944
Михайло-Олександрівка;47.27297;30.71463
Irszawa;48.31227;23.04065
село Синицівка;48.21835;30.19741
Izjaslav;50.11978;26.82475
Омелянівка;48.78213;33.51733
Makovskoe;45.11478;35.21032
Демурине;48.17921;36.47503
Trigubi;50.50942;34.61254
Tsarëvyy;48.01667;35.23333
Воловиця;48.28844;22.90515
Busovysko;49.38341;22.9916
Новоозерянка;51.21078;28.00736
Industriia;48.2212;38.71552
Stebrovo;48.1;24.3
Dol’nyany;48.82296;27.58629
Kul’chiny;49.75465;26.9102
Novogorozheno;47.47994;32.52588
Bajdar;44.44685;33.77588
Миколаївка;48.01601;30.6091
Derev'jane;50.74322;25.92777
Круподеринцы;49.91907;32.5031
克里尼奇涅;45.53755;28.66618
Тузла́;45.99495;33.76588
Вольнокурьяновское;47.96343;35.20068
Neteshin;50.32863;26.64872
село Стегниківці;49.6547816;25.6551114
Луганское;45.8019;34.23786
Yasky;46.50966;30.07587
Molodovo;50.03745;36.77423
Velikaya Danilovka;50.04465;36.33391
Круподеринці;49.50654;29.34223
Firlejowka;49.88564;24.63671
село Коростки;49.98929;27.75733
Dzõgivka;48.35904;28.31868
Сад;50.88051;34.71408
Novogorozhene;47.47994;32.52588
Веселий Лан;47.72538;30.42288
Kuryachiy;48.17463;39.60382
Industrija;48.2212;38.71552
Bol’shiye Troyany;48.39588;30.21895
Sakhnovshhina;49.14894;35.87374
Yasko;46.50966;30.07587
Derev'jana;50.10238;30.68036
Lany;48.3961;33.46626
Il’nik;49.08201;23.10468
Paulagrad;48.53214;35.86878
Агрономія;47.77007;31.31184
Hrushkivka;50.08095;32.29548
Staryy Lyubar;49.92585;27.73748
Сая;45.34892;33.87669
Ребрікове;47.69765;38.08536
Kiselëvka;52.05761;31.0219
Vykhilevka;49.25417;26.97174
Staromikhajlovka;47.99265;37.58581
Gorenichi;50.41472;30.20593
Новосавицьке;46.98459;29.7645
Саї;50.67126;34.0651
село Деньги;49.60416;32.16077
Мазне;50.95795;33.89169
село Кременчуки;49.80725;26.9766
Yurental';47.47378;35.52928
Makunev;49.70172;23.36657
Rechetylivka;49.563;34.07896
Kuvechychi;51.62836;30.95196
Vintsetovka;49.81667;30.65
Krenidovka;52.23864;33.46296
Rybets;50.57827;32.71373
Delovoye;47.93563;24.17129
село Вишняківка;49.64214;33.84662
Ol'shanskaya Novoselitsa;49.98878;30.32371
Lani;48.3961;33.46626
село Домантове;49.67342;31.91402
Nougaradskeh;48.33027;37.84114
Hrafsske;47.67139;37.41083
Novoaydar-Nikolayevka;48.97457;38.96938
Любиковичі;51.47993;26.60951
Vilshana-Slobidka;48.60692;30.45256
Мазки;50.60231;32.10319
Novyy Pykiv;49.56667;28.26667
Kušnice;48.45272;23.26166
Novomarianivka;47.60089;33.59396
Пилиповичі;49.93816;32.49563
Ма́нгуш;44.75665;33.99177
Чуприновка;49.37506;28.77999
Bol'shaya Yanisol';47.8451;36.83512
Bredtheim;48.65896;24.86134
Lisintsy;49.86846;27.07951
Tasunove;45.30968;36.22458
Youjynets;48.53812;25.66149
Maliutianka;50.28975;30.26914
Step’;48.6112;36.08205
Koloniya Martselyuvka;50.89575;24.39724
Nyrkiv;48.81433;25.59909
Tasunovo;45.30968;36.22458
libibeu;49.83826;24.02324
Славское;48.84515;23.44588
Mala Dvorianka;47.58258;30.54934
Kadobeste;48.58055;25.76927
місто Вараш;51.34038;25.85547
Лобачів;49.43228;29.89224
село Церковна;49.00034;23.79009
Velika Began’;48.24749;22.57221
село Буртин;50.22093;27.42236
Mogoșești;48.11517;26.13016
korosuteni;50.95937;28.63855
Shkuranka;51.61291;30.68676
Розановка;47.78694;32.37965
село Галіївка;49.92166;28.18229
Vendicani;48.6152;27.79394
チェチェレフ;49.01661;33.39437
Tchaikivske;47.71241;30.39167
Razhnjaciu;48.93975;24.15627
